date, state, direction, 5d%, MA20, RSI, VIX, ATR, BBW, Score, Dist
2008-09-04, Orderly Decline, 3, -3.50, -0.57, 34.9, 24.03, -0.0029, 0.05, [-4, -2, 1], 2.24
2008-09-05, Orderly Decline, 3, -4.49, -1.15, 34.9, 23.06, -0.0109, 0.06, [-4, -2, 1], 2.24
2008-09-08, Orderly Decline, 3, -1.17, -1.93, 47.2, 22.64, -0.0096, 0.05, [-3, 0, 1], 1.41
2008-09-09, Orderly Decline, 3, -4.15, -1.84, 40.5, 25.47, -0.0043, 0.06, [-4, 0, 0], 2.45
2008-09-10, Orderly Decline, 3, -3.37, -2.18, 40.4, 24.52, -0.0057, 0.07, [-4, 0, 1], 2.24
2008-09-11, Trend Pullback, 2, +0.99, -2.54, 43.9, 24.39, -0.0022, 0.07, [-1, 0, 1], 1.41
2008-09-12, Trend Pullback, 2, +0.76, -2.63, 41.0, 25.66, -0.0018, 0.07, [-1, 0, 0], 1.00
2008-09-15, Sharp Decline, 4, -5.92, -2.51, 35.6, 31.70, -0.0006, 0.08, [-4, -2, 0], 2.24
2008-09-16, Orderly Decline, 3, -0.89, -3.09, 39.4, 30.30, -0.0036, 0.09, [-3, -2, 0], 1.73
2008-09-17, Sharp Decline, 4, -6.14, -3.52, 30.5, 36.22, -0.0081, 0.11, [-4, -2, 0], 2.24
2008-09-18, Sharp Decline, 4, -3.41, -4.86, 36.6, 33.10, -0.0185, 0.12, [-4, -2, 0], 2.24
2008-09-19, Trend Pullback, 2, +0.27, -5.20, 46.4, 32.07, -0.0101, 0.12, [-2, 0, 0], 1.41
2008-09-22, Trend Pullback, 2, +1.21, -4.69, 41.7, 33.85, 0.0097, 0.12, [-1, 0, 0], 1.00
2008-09-23, Orderly Decline, 3, -2.09, -4.60, 40.2, 35.72, 0.0072, 0.12, [-4, 0, 0], 2.45
2008-09-24, Trend Pullback, 2, +2.55, -5.05, 43.7, 35.19, 0.0054, 0.13, [0, 0, 0], 1.41
2008-09-25, Trend Pullback, 2, +0.22, -5.35, 46.1, 32.82, -0.0089, 0.12, [-2, 0, 0], 1.41
2008-09-26, Orderly Decline, 3, -3.33, -5.02, 43.2, 34.74, -0.0093, 0.11, [-4, 0, 0], 2.45
2008-09-29, Sharp Decline, 4, -8.34, -4.23, 37.3, 46.72, 0.0030, 0.14, [-4, -2, 0], 2.24
2008-09-30, Orderly Decline, 3, -1.84, -5.11, 43.7, 39.39, -0.0117, 0.14, [-3, 0, 0], 1.73
2008-10-01, Orderly Decline, 3, -2.09, -4.96, 41.3, 39.81, -0.0122, 0.13, [-4, 0, 0], 2.45
2008-10-02, Sharp Decline, 4, -7.85, -4.75, 37.5, 45.26, -0.0128, 0.15, [-4, -2, 0], 2.24
2008-10-03, Orderly Decline, 3, -9.40, -5.64, 40.8, 45.14, -0.0130, 0.16, [-4, 0, 0], 2.45
2008-10-06, Sharp Decline, 4, -4.48, -6.48, 35.2, 52.05, -0.0063, 0.19, [-4, -2, 0], 2.24
2008-10-07, Sharp Decline, 4, -14.59, -7.30, 35.0, 53.68, -0.0282, 0.23, [-4, -2, 0], 2.24
2008-10-08, Sharp Decline, 4, -15.17, -9.36, 27.5, 57.53, -0.0393, 0.27, [-4, -2, 0], 2.24
2008-10-09, Sharp Decline, 4, -18.34, -11.12, 16.8, 63.92, -0.0397, 0.33, [-4, -2, 0], 2.24
2008-10-10, Sharp Decline, 4, -18.20, -13.30, 18.1, 69.95, -0.0501, 0.37, [-4, -2, 0], 2.24
2008-10-13, Sharp Decline, 4, -5.07, -15.09, 33.7, 54.99, -0.0400, 0.38, [-4, -2, 0], 2.24
2008-10-14, Orderly Decline, 3, +0.18, -15.79, 33.5, 55.13, -0.0072, 0.39, [-2, -2, 0], 1.41
2008-10-15, Sharp Decline, 4, -7.83, -15.96, 26.4, 69.25, 0.0132, 0.42, [-4, -2, -1], 1.41
2008-10-16, Orderly Decline, 3, +4.01, -17.99, 30.2, 67.61, 0.0100, 0.43, [0, -2, 0], 2.45
2008-10-17, Orderly Decline, 3, +4.60, -18.31, 35.5, 70.33, -0.0001, 0.42, [0, -2, 0], 2.45
2008-10-20, Orderly Decline, 3, -1.79, -17.55, 33.7, 52.97, -0.0180, 0.41, [-3, -2, 0], 1.73
2008-10-21, Sharp Decline, 4, -4.30, -16.43, 32.3, 53.11, 0.0008, 0.41, [-4, -2, 0], 2.24
2008-10-22, Sharp Decline, 4, -1.22, -15.71, 31.6, 69.65, 0.0149, 0.41, [-3, -2, -1], 1.00
2008-10-23, Sharp Decline, 4, -4.05, -15.52, 33.8, 67.80, -0.0093, 0.39, [-4, -2, 0], 2.24
2008-10-24, Sharp Decline, 4, -6.78, -14.35, 34.4, 79.13, -0.0175, 0.37, [-4, -2, 0], 2.24
2008-10-27, Sharp Decline, 4, -13.85, -13.12, 36.5, 80.06, -0.0311, 0.38, [-4, -2, 0], 2.24
2008-10-28, Orderly Decline, 3, -1.52, -13.47, 46.4, 66.96, -0.0247, 0.34, [-3, 0, 0], 1.73
2008-10-29, Trend Pullback, 2, +3.71, -11.17, 51.8, 69.96, 0.0030, 0.29, [0, 1, 0], 1.00
2008-10-30, Trend Pullback, 2, +5.06, -8.77, 54.8, 62.90, 0.0113, 0.26, [0, 1, -1], 1.41
2008-10-31, Volatile Chop, 5, +10.49, -6.42, 46.4, 59.89, 0.0243, 0.21, [0, 0, -2], 0.00
2008-11-03, Volatile Chop, 5, +13.83, -3.85, 46.7, 53.68, 0.0262, 0.18, [0, 0, -2], 0.00
2008-11-04, Trend Pullback, 2, +6.94, -1.79, 61.4, 47.73, 0.0090, 0.19, [0, 1, 0], 1.00
2008-11-05, Volatile Chop, 5, +2.44, +0.01, 50.7, 54.56, 0.0172, 0.18, [2, 1, -2], 2.24
2008-11-06, Trend Pullback, 2, -5.16, +0.86, 46.3, 63.68, 0.0038, 0.18, [0, 0, 0], 1.41
2008-11-07, Trend Pullback, 2, -3.90, -0.11, 44.2, 56.10, -0.0152, 0.18, [-2, 0, 0], 1.41
2008-11-10, Orderly Decline, 3, -4.87, -0.86, 46.0, 59.98, -0.0187, 0.17, [-4, 0, 0], 2.45
2008-11-11, Trend Pullback, 2, -10.62, -0.19, 50.3, 61.44, -0.0217, 0.16, [-2, 1, 0], 1.00
2008-11-12, Trend Pullback, 2, -10.55, +0.23, 43.8, 66.46, -0.0109, 0.18, [-1, 0, 0], 1.00
2008-11-13, Trend Pullback, 2, +0.71, -1.29, 53.6, 59.83, -0.0151, 0.18, [-1, 1, 0], 0.00
2008-11-14, Trend Pullback, 2, -6.20, -1.27, 52.5, 66.31, -0.0122, 0.19, [-4, 1, 0], 3.00
2008-11-17, Sharp Decline, 4, -7.45, -1.83, 39.2, 69.15, -0.0093, 0.19, [-4, -2, 0], 2.24
2008-11-18, Orderly Decline, 3, -4.43, -1.91, 41.4, 67.64, -0.0088, 0.19, [-4, 0, 0], 2.45
2008-11-19, Sharp Decline, 4, -5.36, -2.14, 33.3, 74.26, -0.0058, 0.22, [-4, -2, 0], 2.24
2008-11-20, Sharp Decline, 4, -17.43, -3.91, 27.6, 80.86, -0.0297, 0.27, [-4, -2, 0], 2.24
2008-11-21, Sharp Decline, 4, -8.39, -6.13, 34.2, 72.67, -0.0357, 0.29, [-4, -2, 0], 2.24
2008-11-24, Orderly Decline, 3, +0.12, -7.93, 35.7, 64.70, -0.0244, 0.29, [-2, -2, 0], 1.41
2008-11-25, Trend Pullback, 2, -0.20, -9.31, 40.3, 60.90, -0.0025, 0.29, [-2, 0, 0], 1.41
2008-11-26, Volatile Chop, 5, +10.05, -9.17, 48.2, 54.92, 0.0226, 0.29, [0, 0, -2], 0.00
2008-11-28, Volatile Chop, 5, +19.11, -8.65, 46.2, 55.28, 0.0366, 0.28, [0, 0, -2], 0.00
2008-12-01, Volatile Chop, 5, +2.02, -7.55, 40.2, 68.51, 0.0280, 0.28, [0, 0, -2], 0.00
2008-12-02, Trend Pullback, 2, -0.35, -7.28, 45.3, 62.98, -0.0038, 0.26, [-2, 0, 0], 1.41
2008-12-03, Trend Pullback, 2, +1.56, -6.36, 51.8, 60.72, -0.0102, 0.22, [-1, 1, 0], 0.00
2008-12-04, Orderly Decline, 3, -4.78, -4.32, 43.1, 63.64, -0.0096, 0.21, [-4, 0, 0], 2.45
2008-12-05, Trend Pullback, 2, -2.25, -3.28, 50.3, 59.93, -0.0054, 0.20, [-4, 1, 0], 3.00
2008-12-08, Trend Pullback, 2, +11.45, -2.39, 56.1, 58.49, 0.0128, 0.19, [0, 1, -1], 1.41
2008-12-09, Trend Pullback, 2, +4.70, -0.56, 53.0, 58.91, 0.0143, 0.19, [0, 1, -1], 1.41
2008-12-10, Steady Climb, 1, +3.27, +0.80, 60.2, 55.73, 0.0112, 0.19, [4, 1, -1], 3.61
2008-12-11, Steady Climb, 1, +3.36, +2.05, 64.2, 55.78, 0.0138, 0.19, [4, 1, -1], 3.61
2008-12-12, Steady Climb, 1, +0.42, +2.19, 60.4, 54.28, -0.0018, 0.18, [2, 1, 0], 2.00
2008-12-15, Trend Pullback, 2, -4.52, +3.32, 52.4, 56.76, -0.0086, 0.18, [0, 1, 0], 1.00
2008-12-16, Steady Climb, 1, +2.76, +3.74, 57.3, 52.37, -0.0065, 0.19, [4, 1, 0], 2.83
2008-12-17, Steady Climb, 1, +0.58, +4.45, 52.3, 49.84, 0.0025, 0.19, [3, 1, 0], 2.24
2008-12-18, Volatile Chop, 5, +1.34, +5.06, 48.5, 47.34, 0.0107, 0.18, [3, 0, -1], 3.16
2008-12-19, Steady Climb, 1, +0.93, +4.51, 62.2, 44.93, 0.0053, 0.14, [3, 1, 0], 2.24
2008-12-22, Steady Climb, 1, +0.35, +3.02, 54.1, 44.56, 0.0012, 0.11, [2, 1, 0], 2.00
2008-12-23, Trend Pullback, 2, -5.48, +1.85, 48.6, 45.02, -0.0115, 0.11, [0, 0, 0], 1.41
2008-12-24, Trend Pullback, 2, -4.01, +1.27, 54.7, 44.21, -0.0111, 0.11, [0, 1, 0], 1.00
2008-12-26, Trend Pullback, 2, -1.41, +0.83, 49.2, 43.38, -0.0068, 0.11, [1, 0, 0], 2.24
2008-12-29, Orderly Decline, 3, -2.08, +0.91, 39.3, 43.90, -0.0039, 0.10, [0, -2, 0], 2.45
2008-12-30, Steady Climb, 1, +2.18, +1.11, 50.5, 41.63, 0.0006, 0.08, [4, 1, 0], 2.83
2008-12-31, Steady Climb, 1, +4.64, +0.39, 51.1, 40.00, 0.0062, 0.08, [3, 1, 0], 2.24
2009-01-02, Steady Climb, 1, +7.33, +0.25, 65.1, 39.19, 0.0094, 0.09, [3, 2, 0], 2.45
2009-01-05, Volatile Chop, 5, +6.26, +0.78, 62.5, 39.08, 0.0164, 0.09, [4, 1, -2], 4.12
2009-01-06, Volatile Chop, 5, +7.51, +0.75, 67.7, 38.56, 0.0168, 0.10, [4, 2, -2], 4.47
2009-01-07, Volatile Chop, 5, +1.80, +1.19, 48.1, 43.39, 0.0124, 0.10, [3, 0, -1], 3.16
2009-01-08, Steady Climb, 1, +0.72, +1.68, 51.6, 42.56, 0.0011, 0.10, [3, 1, 0], 2.24
2009-01-09, Trend Pullback, 2, -4.45, +1.88, 51.5, 42.82, -0.0073, 0.10, [0, 1, 0], 1.00
2009-01-12, Trend Pullback, 2, -6.17, +1.94, 45.2, 45.84, -0.0114, 0.10, [0, 0, 0], 1.41
2009-01-13, Trend Pullback, 2, -6.73, +1.32, 50.0, 43.27, -0.0167, 0.10, [0, 1, 0], 1.00
2009-01-14, Trend Pullback, 2, -7.06, +0.82, 44.5, 49.14, -0.0130, 0.11, [0, 0, 0], 1.41
2009-01-15, Orderly Decline, 3, -7.25, -0.26, 43.4, 51.00, -0.0181, 0.12, [-3, 0, 0], 1.73
2009-01-16, Orderly Decline, 3, -4.52, -0.57, 43.9, 46.11, -0.0142, 0.12, [-4, 0, 0], 2.45
2009-01-20, Sharp Decline, 4, -7.47, -0.83, 35.9, 56.65, -0.0085, 0.15, [-4, -2, 0], 2.24
2009-01-21, Sharp Decline, 4, -3.62, -1.96, 39.6, 46.42, -0.0150, 0.15, [-4, -2, 0], 2.24
2009-01-22, Orderly Decline, 3, -1.79, -2.42, 34.3, 47.29, -0.0052, 0.16, [-3, -2, 0], 1.73
2009-01-23, Orderly Decline, 3, -1.40, -3.24, 27.0, 47.27, -0.0051, 0.17, [-3, -2, 0], 1.73
2009-01-26, Orderly Decline, 3, -1.59, -4.08, 29.1, 45.69, -0.0017, 0.17, [-3, -2, 0], 1.73
2009-01-27, Orderly Decline, 3, +5.03, -4.71, 29.7, 42.25, 0.0064, 0.18, [0, -2, 0], 2.45
2009-01-28, Trend Pullback, 2, +4.03, -5.10, 42.6, 39.66, 0.0023, 0.18, [0, 0, 0], 1.41
2009-01-29, Volatile Chop, 5, +2.13, -5.10, 36.9, 42.63, 0.0127, 0.18, [0, -2, -1], 2.24
2009-01-30, Orderly Decline, 3, -0.73, -5.18, 36.9, 44.84, 0.0077, 0.18, [-3, -2, 0], 1.73
2009-02-02, Orderly Decline, 3, -1.33, -5.27, 40.1, 45.52, -0.0027, 0.17, [-3, 0, 0], 1.73
2009-02-03, Orderly Decline, 3, -0.85, -4.80, 43.0, 43.06, -0.0106, 0.16, [-3, 0, 0], 1.73
2009-02-04, Orderly Decline, 3, -4.79, -4.05, 47.6, 43.85, -0.0109, 0.13, [-4, 0, 0], 2.45
2009-02-05, Trend Pullback, 2, +0.08, -3.14, 50.5, 43.73, -0.0016, 0.12, [-2, 1, 0], 1.00
2009-02-06, Trend Pullback, 2, +5.17, -2.32, 53.8, 43.37, 0.0054, 0.10, [0, 1, 0], 1.00
2009-02-09, Trend Pullback, 2, +5.39, -1.04, 66.2, 43.64, 0.0108, 0.09, [0, 2, -1], 1.73
2009-02-10, Trend Pullback, 2, -1.35, +0.01, 46.9, 46.67, 0.0120, 0.08, [-1, 0, -1], 1.41
2009-02-11, Trend Pullback, 2, +0.18, +0.17, 51.5, 44.53, 0.0017, 0.08, [0, 1, 0], 1.00
2009-02-12, Trend Pullback, 2, -1.26, +0.51, 50.8, 41.25, -0.0079, 0.08, [1, 1, 0], 2.00
2009-02-13, Trend Pullback, 2, -4.81, +0.47, 47.6, 42.93, -0.0125, 0.08, [-1, 0, 0], 1.00
2009-02-17, Orderly Decline, 3, -9.28, +0.33, 37.8, 48.66, -0.0099, 0.10, [-1, -2, 0], 1.73
2009-02-18, Orderly Decline, 3, -4.68, -0.21, 28.9, 48.46, -0.0105, 0.10, [-3, -2, 0], 1.73
2009-02-19, Sharp Decline, 4, -6.57, -1.39, 32.0, 47.08, -0.0175, 0.12, [-4, -2, 0], 2.24
2009-02-20, Sharp Decline, 4, -7.80, -2.12, 33.9, 49.30, -0.0196, 0.14, [-4, -2, 0], 2.24
2009-02-23, Sharp Decline, 4, -10.10, -3.08, 29.4, 52.62, -0.0167, 0.17, [-4, -2, 0], 2.24
2009-02-24, Sharp Decline, 4, -2.03, -4.27, 34.9, 45.49, -0.0142, 0.18, [-4, -2, 0], 2.24
2009-02-25, Sharp Decline, 4, -2.98, -4.83, 34.6, 44.67, -0.0087, 0.19, [-4, -2, 0], 2.24
2009-02-26, Sharp Decline, 4, -3.35, -5.27, 28.5, 44.66, -0.0033, 0.19, [-4, -2, 0], 2.24
2009-02-27, Sharp Decline, 4, -4.54, -5.31, 18.5, 46.35, -0.0018, 0.20, [-4, -2, 0], 2.24
2009-03-02, Sharp Decline, 4, -5.72, -5.88, 15.5, 52.65, -0.0052, 0.23, [-4, -2, 0], 2.24
2009-03-03, Sharp Decline, 4, -9.93, -7.08, 18.3, 50.93, -0.0251, 0.26, [-4, -2, 0], 2.24
2009-03-04, Sharp Decline, 4, -6.80, -8.15, 22.1, 47.56, -0.0265, 0.27, [-4, -2, 0], 2.24
2009-03-05, Sharp Decline, 4, -9.34, -8.60, 18.9, 50.17, -0.0174, 0.29, [-4, -2, 0], 2.24
2009-03-06, Sharp Decline, 4, -7.03, -9.38, 19.8, 49.33, -0.0136, 0.31, [-4, -2, 0], 2.24
2009-03-09, Sharp Decline, 4, -3.47, -9.72, 22.8, 49.68, -0.0072, 0.30, [-4, -2, 0], 2.24
2009-03-10, Orderly Decline, 3, +3.34, -9.55, 36.2, 44.37, -0.0096, 0.28, [0, -2, 0], 2.45
2009-03-11, Orderly Decline, 3, +1.19, -8.45, 38.1, 43.61, 0.0010, 0.27, [-1, -2, 0], 1.73
2009-03-12, Volatile Chop, 5, +9.99, -7.78, 46.3, 41.18, 0.0152, 0.25, [0, 0, -2], 0.00
2009-03-13, Volatile Chop, 5, +10.71, -6.42, 52.7, 42.36, 0.0237, 0.22, [0, 1, -2], 1.00
2009-03-16, Volatile Chop, 5, +11.43, -4.84, 45.5, 43.74, 0.0254, 0.20, [0, 0, -2], 0.00
2009-03-17, Trend Pullback, 2, +8.13, -3.30, 52.9, 40.80, 0.0133, 0.19, [0, 1, -1], 1.41
2009-03-18, Trend Pullback, 2, +10.12, -1.91, 58.9, 40.06, 0.0147, 0.20, [0, 1, -1], 1.41
2009-03-19, Volatile Chop, 5, +4.44, -0.27, 60.8, 43.68, 0.0139, 0.20, [1, 1, -1], 1.73
2009-03-20, Steady Climb, 1, +1.58, +1.05, 66.3, 45.89, 0.0124, 0.20, [3, 2, -1], 3.32
2009-03-23, Steady Climb, 1, +9.16, +2.01, 74.5, 43.23, 0.0043, 0.22, [4, 2, 0], 3.00
2009-03-24, Steady Climb, 1, +3.60, +3.32, 68.1, 42.93, 0.0079, 0.23, [4, 2, 0], 3.00
2009-03-25, Steady Climb, 1, +2.46, +4.75, 77.9, 42.25, 0.0077, 0.24, [4, 2, 0], 3.00
2009-03-26, Steady Climb, 1, +6.23, +6.10, 79.5, 40.36, 0.0117, 0.26, [4, 2, -1], 3.74
2009-03-27, Steady Climb, 1, +6.17, +7.47, 76.4, 41.04, 0.0147, 0.27, [4, 2, -1], 3.74
2009-03-30, Trend Pullback, 2, -4.30, +8.19, 63.6, 45.54, 0.0016, 0.27, [0, 1, 0], 1.00
2009-03-31, Trend Pullback, 2, -1.02, +7.84, 64.8, 44.14, -0.0044, 0.26, [1, 1, 0], 2.00
2009-04-01, Steady Climb, 1, -0.34, +7.44, 62.5, 42.28, -0.0095, 0.25, [2, 1, 0], 2.00
2009-04-02, Steady Climb, 1, +0.18, +7.33, 65.0, 42.04, -0.0074, 0.24, [2, 2, 0], 2.24
2009-04-03, Steady Climb, 1, +3.26, +6.94, 66.8, 39.70, 0.0072, 0.22, [4, 2, 0], 3.00
2009-04-06, Volatile Chop, 5, +6.09, +6.44, 61.6, 40.93, 0.0175, 0.19, [4, 1, -2], 4.12
2009-04-07, Steady Climb, 1, +2.22, +5.49, 54.2, 40.39, 0.0131, 0.17, [4, 1, -1], 3.61
2009-04-08, Steady Climb, 1, +1.74, +4.71, 58.2, 38.85, 0.0012, 0.14, [3, 1, 0], 2.24
2009-04-09, Steady Climb, 1, +2.66, +3.94, 66.5, 36.53, -0.0053, 0.14, [4, 2, 0], 3.00
2009-04-13, Steady Climb, 1, +1.93, +3.93, 58.4, 37.81, 0.0021, 0.14, [3, 1, 0], 2.24
2009-04-14, Steady Climb, 1, +0.72, +3.88, 58.3, 37.67, 0.0104, 0.13, [3, 1, -1], 3.16
2009-04-15, Steady Climb, 1, +4.48, +3.39, 58.8, 36.17, 0.0100, 0.12, [4, 1, -1], 3.61
2009-04-16, Steady Climb, 1, +4.86, +3.30, 57.7, 35.79, 0.0045, 0.13, [4, 1, 0], 2.83
2009-04-17, Steady Climb, 1, +1.52, +3.55, 63.5, 33.94, 0.0012, 0.13, [3, 1, 0], 2.24
2009-04-20, Trend Pullback, 2, -3.07, +3.59, 60.8, 39.18, 0.0055, 0.11, [0, 1, 0], 1.00
2009-04-21, Steady Climb, 1, +1.02, +2.72, 62.1, 37.14, -0.0001, 0.11, [3, 1, 0], 2.24
2009-04-22, Trend Pullback, 2, -1.00, +2.87, 57.8, 38.10, -0.0044, 0.11, [1, 1, 0], 2.00
2009-04-23, Trend Pullback, 2, -1.55, +2.62, 54.5, 37.15, -0.0074, 0.11, [1, 1, 0], 2.00
2009-04-24, Steady Climb, 1, -0.39, +2.56, 55.9, 36.82, -0.0028, 0.11, [2, 1, 0], 2.00
2009-04-27, Steady Climb, 1, +3.02, +2.94, 55.5, 38.32, 0.0081, 0.11, [4, 1, 0], 2.83
2009-04-28, Steady Climb, 1, +0.60, +2.88, 60.8, 37.95, 0.0044, 0.09, [3, 1, 0], 2.24
2009-04-29, Steady Climb, 1, +3.57, +2.27, 62.6, 36.08, 0.0033, 0.08, [4, 1, 0], 2.83
2009-04-30, Steady Climb, 1, +2.45, +1.99, 55.0, 36.50, 0.0037, 0.08, [4, 1, 0], 2.83
2009-05-01, Steady Climb, 1, +1.30, +1.80, 55.7, 35.30, 0.0033, 0.08, [3, 1, 0], 2.24
2009-05-04, Steady Climb, 1, +5.80, +1.94, 68.6, 34.53, 0.0064, 0.10, [4, 2, 0], 3.00
2009-05-05, Steady Climb, 1, +5.69, +2.58, 65.2, 33.36, 0.0120, 0.11, [4, 2, -1], 3.74
2009-05-06, Steady Climb, 1, +5.25, +2.96, 65.7, 32.45, 0.0103, 0.11, [4, 2, -1], 3.74
2009-05-07, Steady Climb, 1, +3.96, +3.14, 60.5, 33.44, 0.0132, 0.11, [4, 1, -1], 3.61
2009-05-08, Steady Climb, 1, +5.89, +3.15, 79.4, 32.05, 0.0078, 0.13, [4, 2, 0], 3.00
2009-05-11, Steady Climb, 1, +0.22, +3.84, 67.7, 32.87, 0.0052, 0.13, [2, 2, 0], 2.24
2009-05-12, Steady Climb, 1, +0.50, +4.17, 70.1, 31.80, 0.0023, 0.13, [3, 2, 0], 2.45
2009-05-13, Trend Pullback, 2, -3.87, +4.14, 59.0, 33.65, -0.0023, 0.13, [0, 1, 0], 1.00
2009-05-14, Trend Pullback, 2, -1.58, +3.82, 57.8, 31.37, -0.0076, 0.13, [1, 1, 0], 2.00
2009-05-15, Trend Pullback, 2, -4.99, +3.80, 57.3, 33.12, -0.0111, 0.13, [0, 1, 0], 1.00
2009-05-18, Steady Climb, 1, +0.05, +3.66, 63.7, 30.24, -0.0075, 0.12, [2, 1, 0], 2.00
2009-05-19, Steady Climb, 1, -0.02, +3.29, 59.5, 28.80, 0.0002, 0.11, [2, 1, 0], 2.00
2009-05-20, Steady Climb, 1, +2.21, +3.07, 58.3, 29.03, 0.0072, 0.10, [4, 1, 0], 2.83
2009-05-21, Trend Pullback, 2, -0.53, +2.59, 52.8, 31.35, 0.0052, 0.09, [1, 1, 0], 2.00
2009-05-22, Steady Climb, 1, +0.47, +1.93, 44.0, 32.63, 0.0005, 0.09, [2, 0, 0], 2.24
2009-05-26, Steady Climb, 1, +0.07, +1.43, 51.7, 30.62, -0.0072, 0.08, [2, 1, 0], 2.00
2009-05-27, Trend Pullback, 2, -1.66, +1.09, 43.0, 32.36, -0.0014, 0.07, [1, 0, 0], 2.24
2009-05-28, Trend Pullback, 2, +0.37, +0.38, 49.9, 31.67, 0.0001, 0.06, [1, 0, 0], 2.24
2009-05-29, Steady Climb, 1, +3.47, +0.11, 47.2, 28.92, 0.0047, 0.06, [2, 0, 0], 2.24
2009-06-01, Steady Climb, 1, +6.30, -0.05, 59.1, 30.04, 0.0064, 0.07, [2, 1, 0], 2.00
2009-06-02, Steady Climb, 1, +3.78, +0.14, 59.8, 29.63, 0.0096, 0.08, [2, 1, 0], 2.00
2009-06-03, Steady Climb, 1, +4.33, +0.72, 63.7, 31.02, 0.0150, 0.08, [4, 1, -1], 3.61
2009-06-04, Steady Climb, 1, +3.93, +1.01, 64.1, 30.18, 0.0080, 0.09, [4, 1, 0], 2.83
2009-06-05, Steady Climb, 1, +2.28, +1.65, 67.0, 29.62, 0.0038, 0.09, [4, 2, 0], 3.00
2009-06-08, Steady Climb, 1, -0.40, +2.04, 60.4, 29.77, -0.0008, 0.09, [2, 1, 0], 2.00
2009-06-09, Steady Climb, 1, -0.24, +2.71, 61.9, 28.27, -0.0003, 0.10, [2, 1, 0], 2.00
2009-06-10, Steady Climb, 1, +0.79, +3.09, 62.5, 28.46, 0.0019, 0.10, [3, 1, 0], 2.24
2009-06-11, Steady Climb, 1, +0.26, +3.36, 71.3, 28.11, -0.0005, 0.10, [2, 2, 0], 2.24
2009-06-12, Steady Climb, 1, +0.65, +3.29, 72.3, 28.15, 0.0010, 0.10, [3, 2, 0], 2.45
2009-06-15, Trend Pullback, 2, -1.64, +3.28, 55.1, 30.81, 0.0018, 0.09, [1, 1, 0], 2.00
2009-06-16, Trend Pullback, 2, -3.23, +2.72, 57.5, 32.68, -0.0033, 0.09, [0, 1, 0], 1.00
2009-06-17, Trend Pullback, 2, -3.03, +2.34, 51.7, 31.54, -0.0083, 0.09, [0, 1, 0], 1.00
2009-06-18, Trend Pullback, 2, -2.81, +1.92, 49.6, 30.03, -0.0112, 0.09, [0, 0, 0], 1.41
2009-06-19, Orderly Decline, 3, -2.64, +1.54, 37.8, 27.99, -0.0075, 0.08, [0, -2, 0], 2.45
2009-06-22, Orderly Decline, 3, -3.32, +0.93, 27.5, 31.17, 0.0002, 0.08, [0, -2, 0], 2.45
2009-06-23, Orderly Decline, 3, -1.85, -0.15, 32.4, 30.58, -0.0031, 0.08, [-1, -2, 0], 1.73
2009-06-24, Orderly Decline, 3, -1.07, -0.84, 29.0, 29.05, -0.0063, 0.08, [-3, -2, 0], 1.73
2009-06-25, Trend Pullback, 2, +0.21, -1.70, 41.5, 26.36, -0.0066, 0.08, [-2, 0, 0], 1.41
2009-06-26, Trend Pullback, 2, -0.25, -2.08, 41.3, 25.93, 0.0006, 0.08, [-2, 0, 0], 1.41
2009-06-29, Trend Pullback, 2, +3.83, -2.30, 43.7, 25.35, 0.0083, 0.07, [0, 0, 0], 1.41
2009-06-30, Trend Pullback, 2, +2.71, -2.03, 42.1, 26.35, 0.0089, 0.07, [0, 0, 0], 1.41
2009-07-01, Trend Pullback, 2, +2.49, -1.82, 41.3, 26.22, 0.0047, 0.07, [0, 0, 0], 1.41
2009-07-02, Sharp Decline, 4, -2.59, -1.71, 33.4, 27.95, 0.0007, 0.07, [-4, -2, 0], 2.24
2009-07-06, Orderly Decline, 3, -2.20, -1.81, 40.4, 29.00, -0.0054, 0.07, [-4, 0, 0], 2.45
2009-07-07, Sharp Decline, 4, -4.98, -1.85, 38.6, 30.85, -0.0091, 0.08, [-4, -2, 0], 2.24
2009-07-08, Sharp Decline, 4, -4.32, -2.09, 38.5, 31.30, -0.0115, 0.08, [-4, -2, 0], 2.24
2009-07-09, Sharp Decline, 4, -4.40, -2.21, 36.4, 29.78, -0.0117, 0.08, [-4, -2, 0], 2.24
2009-07-10, Orderly Decline, 3, -1.93, -2.25, 34.1, 29.02, -0.0053, 0.08, [-3, -2, 0], 1.73
2009-07-13, Trend Pullback, 2, +0.26, -2.16, 53.2, 26.31, -0.0042, 0.07, [-2, 1, 0], 1.00
2009-07-14, Trend Pullback, 2, +2.82, -1.64, 54.2, 25.02, 0.0044, 0.07, [0, 1, 0], 1.00
2009-07-15, Trend Pullback, 2, +6.04, -1.33, 60.6, 25.89, 0.0076, 0.08, [0, 1, 0], 1.00
2009-07-16, Trend Pullback, 2, +6.58, -0.81, 57.4, 25.42, 0.0135, 0.08, [0, 1, -1], 1.41
2009-07-17, Volatile Chop, 5, +6.97, -0.21, 57.8, 24.34, 0.0165, 0.09, [1, 1, -1], 1.73
2009-07-20, Steady Climb, 1, +5.56, +0.45, 58.6, 24.40, 0.0119, 0.10, [3, 1, 0], 2.24
2009-07-21, Steady Climb, 1, +5.38, +1.28, 63.0, 23.87, 0.0103, 0.10, [4, 1, 0], 2.83
