date, state, direction, 5d%, MA20, RSI, VIX, ATR, BBW, Score, Dist
2007-10-18, Steady Climb, 1, -0.92, +1.97, 56.1, 18.50, -0.0032, 0.04, [1, 1, 2], 1.00
2007-10-19, Orderly Decline, 3, -3.92, +1.60, 31.8, 22.96, -0.0034, 0.04, [0, -2, 1], 2.24
2007-10-22, Orderly Decline, 3, -2.74, +0.75, 34.9, 21.64, -0.0063, 0.05, [0, -2, 1], 2.24
2007-10-23, Trend Pullback, 2, -1.23, -0.11, 42.8, 20.41, -0.0069, 0.05, [-1, 0, 1], 1.41
2007-10-24, Orderly Decline, 3, -1.65, -0.77, 40.4, 20.80, -0.0051, 0.05, [-3, 0, 1], 1.41
2007-10-25, Orderly Decline, 3, -1.67, -1.36, 32.9, 21.17, -0.0019, 0.05, [-3, -2, 1], 1.41
2007-10-26, Steady Climb, 1, +2.31, -1.86, 43.9, 19.56, 0.0024, 0.05, [0, 0, 2], 2.24
2007-10-29, Steady Climb, 1, +2.30, -2.11, 41.1, 19.87, 0.0034, 0.05, [0, 0, 2], 2.24
2007-10-30, Orderly Decline, 3, +0.75, -1.97, 39.0, 21.07, 0.0041, 0.05, [-1, -2, 1], 1.41
2007-10-31, Steady Climb, 1, +2.21, -1.97, 48.4, 18.53, 0.0037, 0.05, [0, 0, 2], 2.24
2007-11-01, Orderly Decline, 3, -0.39, -1.80, 35.7, 23.21, 0.0044, 0.05, [-2, -2, 1], 1.00
2007-11-02, Orderly Decline, 3, -1.67, -2.17, 38.8, 23.01, -0.0030, 0.05, [-3, -2, 1], 1.41
2007-11-05, Orderly Decline, 3, -2.52, -2.24, 39.4, 24.31, -0.0057, 0.06, [-4, -2, 1], 2.24
2007-11-06, Orderly Decline, 3, -0.70, -2.43, 44.4, 21.39, -0.0064, 0.05, [-3, 0, 1], 1.41
2007-11-07, Sharp Decline, 4, -4.76, -2.08, 36.0, 26.49, -0.0044, 0.06, [-4, -2, 0], 2.24
2007-11-08, Orderly Decline, 3, -2.23, -2.35, 43.3, 26.16, -0.0037, 0.06, [-4, 0, 0], 2.45
2007-11-09, Sharp Decline, 4, -3.71, -2.62, 37.3, 28.50, -0.0066, 0.07, [-4, -2, 0], 2.24
2007-11-12, Sharp Decline, 4, -4.19, -2.96, 30.8, 31.09, -0.0099, 0.08, [-4, -2, 0], 2.24
2007-11-13, Orderly Decline, 3, -2.58, -3.55, 43.0, 24.10, -0.0124, 0.08, [-4, 0, 1], 2.24
2007-11-14, Trend Pullback, 2, -0.34, -3.54, 41.4, 25.94, -0.0017, 0.08, [-2, 0, 0], 1.41
2007-11-15, Orderly Decline, 3, -1.60, -3.55, 33.5, 28.06, 0.0013, 0.08, [-3, -2, 0], 1.73
2007-11-16, Orderly Decline, 3, +0.35, -3.75, 34.0, 25.49, 0.0018, 0.09, [-2, -2, 0], 1.41
2007-11-19, Orderly Decline, 3, -0.41, -4.33, 32.0, 26.01, 0.0006, 0.09, [-2, -2, 0], 1.41
2007-11-20, Orderly Decline, 3, -2.79, -5.12, 28.9, 24.88, -0.0075, 0.10, [-4, -2, 1], 2.24
2007-11-21, Sharp Decline, 4, -3.66, -5.50, 31.1, 26.84, -0.0056, 0.11, [-4, -2, 0], 2.24
2007-11-23, Orderly Decline, 3, -0.72, -6.14, 37.0, 25.61, -0.0061, 0.11, [-3, -2, 0], 1.73
2007-11-26, Sharp Decline, 4, -3.53, -6.32, 33.7, 28.91, -0.0037, 0.11, [-4, -2, 0], 2.24
2007-11-27, Orderly Decline, 3, -0.35, -6.54, 34.3, 26.28, -0.0036, 0.11, [-2, -2, 0], 1.41
2007-11-28, Trend Pullback, 2, +2.04, -6.17, 48.9, 24.11, -0.0022, 0.10, [0, 0, 1], 1.73
2007-11-29, Trend Pullback, 2, +3.74, -5.21, 49.1, 23.97, 0.0063, 0.09, [0, 0, 1], 1.73
2007-11-30, Trend Pullback, 2, +2.81, -3.85, 54.9, 22.87, 0.0081, 0.08, [0, 1, 1], 1.41
2007-12-03, Trend Pullback, 2, +4.63, -2.86, 56.1, 23.61, 0.0129, 0.08, [0, 1, 0], 1.00
2007-12-04, Trend Pullback, 2, +2.42, -1.93, 46.2, 23.79, 0.0069, 0.07, [0, 0, 1], 1.73
2007-12-05, Trend Pullback, 2, +1.09, -1.21, 52.8, 22.53, -0.0007, 0.06, [-1, 1, 1], 1.00
2007-12-06, Steady Climb, 1, +2.56, +0.18, 60.9, 20.96, 0.0008, 0.07, [2, 1, 1], 1.00
2007-12-07, Steady Climb, 1, +1.59, +1.24, 59.1, 20.85, 0.0043, 0.07, [3, 1, 1], 1.41
2007-12-10, Steady Climb, 1, +2.96, +2.20, 67.4, 20.74, 0.0072, 0.08, [4, 2, 1], 2.45
2007-12-11, Steady Climb, 1, +1.02, +2.94, 57.0, 23.59, 0.0085, 0.08, [3, 1, 1], 1.41
2007-12-12, Steady Climb, 1, +0.11, +2.81, 63.7, 22.47, -0.0004, 0.08, [2, 1, 1], 1.00
2007-12-13, Steady Climb, 1, -1.26, +3.41, 60.2, 22.56, -0.0046, 0.08, [1, 1, 1], 1.41
2007-12-14, Trend Pullback, 2, -2.44, +3.87, 63.8, 23.27, -0.0042, 0.08, [0, 1, 1], 1.41
2007-12-17, Trend Pullback, 2, -4.62, +3.70, 54.0, 24.52, -0.0059, 0.08, [0, 1, 1], 1.41
2007-12-18, Steady Climb, 1, -1.53, +3.30, 46.3, 22.64, -0.0056, 0.08, [1, 0, 1], 1.73
2007-12-19, Trend Pullback, 2, -2.26, +2.66, 45.6, 21.68, -0.0073, 0.08, [0, 0, 1], 1.73
2007-12-20, Steady Climb, 1, -1.90, +2.06, 44.4, 20.58, -0.0057, 0.07, [1, 0, 1], 1.73
2007-12-21, Steady Climb, 1, +1.12, +1.17, 53.0, 18.47, -0.0006, 0.07, [3, 1, 2], 1.00
2007-12-24, Steady Climb, 1, +3.50, +0.95, 58.2, 18.60, 0.0055, 0.06, [4, 1, 2], 2.00
2007-12-26, Steady Climb, 1, +2.93, +0.30, 53.4, 18.66, 0.0076, 0.05, [3, 1, 2], 1.00
2007-12-27, Steady Climb, 1, +1.60, -0.13, 41.5, 20.26, 0.0085, 0.05, [1, 0, 1], 1.73
2007-12-28, Trend Pullback, 2, +1.26, -0.33, 42.8, 20.74, 0.0031, 0.05, [0, 0, 1], 1.73
2007-12-31, Orderly Decline, 3, -1.08, -0.50, 36.9, 22.50, -0.0022, 0.05, [-2, -2, 1], 1.00
2008-01-02, Orderly Decline, 3, -3.29, -0.64, 40.7, 23.17, -0.0052, 0.06, [-4, 0, 1], 2.24
2008-01-03, Orderly Decline, 3, -3.37, -1.21, 37.3, 22.49, -0.0075, 0.06, [-4, -2, 1], 2.24
2008-01-04, Orderly Decline, 3, -4.38, -1.89, 29.7, 23.94, -0.0063, 0.07, [-4, -2, 1], 2.24
2008-01-07, Orderly Decline, 3, -4.21, -2.70, 35.0, 23.79, -0.0109, 0.07, [-4, -2, 1], 2.24
2008-01-08, Sharp Decline, 4, -5.32, -2.98, 34.2, 25.43, -0.0101, 0.09, [-4, -2, 0], 2.24
2008-01-09, Orderly Decline, 3, -2.63, -3.55, 37.7, 24.12, -0.0103, 0.08, [-4, -2, 1], 2.24
2008-01-10, Orderly Decline, 3, -1.85, -3.49, 41.7, 23.45, -0.0069, 0.09, [-3, 0, 1], 1.41
2008-01-11, Orderly Decline, 3, -0.75, -3.71, 35.8, 23.68, 0.0007, 0.09, [-3, -2, 1], 1.41
2008-01-14, Orderly Decline, 3, +0.00, -3.98, 32.9, 22.90, -0.0000, 0.09, [-2, -2, 1], 1.00
2008-01-15, Orderly Decline, 3, -0.66, -3.88, 24.0, 23.34, 0.0032, 0.10, [-3, -2, 1], 1.41
2008-01-16, Orderly Decline, 3, -2.55, -4.50, 22.8, 24.38, -0.0044, 0.11, [-4, -2, 1], 2.24
2008-01-17, Sharp Decline, 4, -6.13, -5.44, 21.1, 28.46, -0.0086, 0.13, [-4, -2, 0], 2.24
2008-01-18, Sharp Decline, 4, -5.41, -6.71, 19.7, 27.18, -0.0135, 0.14, [-4, -2, 0], 2.24
2008-01-22, Sharp Decline, 4, -7.47, -7.93, 19.4, 31.01, -0.0175, 0.16, [-4, -2, 0], 2.24
2008-01-23, Sharp Decline, 4, -3.07, -9.06, 29.5, 29.02, -0.0141, 0.16, [-4, -2, 0], 2.24
2008-01-24, Orderly Decline, 3, -1.54, -9.18, 32.9, 27.78, -0.0068, 0.16, [-3, -2, 0], 1.73
2008-01-25, Orderly Decline, 3, -0.20, -8.70, 34.7, 29.08, 0.0038, 0.15, [-2, -2, 0], 1.41
2008-01-28, Orderly Decline, 3, +2.17, -8.29, 39.0, 27.78, 0.0039, 0.14, [0, -2, 0], 2.45
2008-01-29, Trend Pullback, 2, +3.95, -7.64, 44.7, 27.32, 0.0058, 0.13, [0, 0, 0], 1.41
2008-01-30, Orderly Decline, 3, +1.29, -6.64, 39.4, 27.62, 0.0036, 0.12, [-1, -2, 0], 1.73
2008-01-31, Trend Pullback, 2, +1.96, -5.73, 42.1, 26.20, 0.0028, 0.11, [-1, 0, 0], 1.00
2008-02-01, Trend Pullback, 2, +4.87, -4.65, 48.9, 24.02, 0.0070, 0.10, [0, 0, 1], 1.73
2008-02-04, Trend Pullback, 2, +1.98, -3.23, 43.2, 25.99, 0.0072, 0.10, [-1, 0, 0], 1.00
2008-02-05, Orderly Decline, 3, -1.88, -2.50, 41.8, 28.24, 0.0057, 0.09, [-3, 0, 0], 1.73
2008-02-06, Orderly Decline, 3, -2.17, -2.28, 41.4, 28.97, -0.0027, 0.10, [-4, 0, 0], 2.45
2008-02-07, Trend Pullback, 2, -3.02, -2.50, 50.8, 27.66, -0.0122, 0.09, [-4, 1, 0], 3.00
2008-02-08, Trend Pullback, 2, -4.60, -2.18, 51.3, 28.01, -0.0129, 0.09, [-4, 1, 0], 3.00
2008-02-11, Trend Pullback, 2, -3.02, -1.65, 56.1, 27.60, -0.0074, 0.08, [-4, 1, 0], 3.00
2008-02-12, Trend Pullback, 2, +0.91, -1.18, 52.4, 26.33, 0.0007, 0.07, [-1, 1, 0], 0.00
2008-02-13, Steady Climb, 1, +3.07, -0.24, 53.4, 24.88, 0.0034, 0.07, [1, 1, 1], 1.41
2008-02-14, Steady Climb, 1, +0.89, +0.51, 54.2, 25.54, 0.0058, 0.06, [3, 1, 0], 2.24
2008-02-15, Steady Climb, 1, +1.40, +0.90, 49.0, 25.02, 0.0047, 0.06, [3, 0, 0], 2.45
2008-02-19, Steady Climb, 1, +0.72, +0.70, 46.4, 25.59, 0.0016, 0.06, [3, 0, 0], 2.45
2008-02-20, Steady Climb, 1, +0.83, +0.34, 51.1, 24.40, -0.0013, 0.05, [2, 1, 1], 1.00
2008-02-21, Trend Pullback, 2, -1.81, -0.13, 40.4, 25.12, -0.0011, 0.05, [-1, 0, 0], 1.00
2008-02-22, Orderly Decline, 3, +0.32, -0.48, 38.3, 24.06, -0.0002, 0.05, [-1, -2, 1], 1.41
2008-02-25, Trend Pullback, 2, +1.62, -0.47, 47.6, 23.03, -0.0000, 0.05, [0, 0, 1], 1.73
2008-02-26, Trend Pullback, 2, +2.41, -0.54, 64.8, 21.90, 0.0028, 0.06, [0, 1, 1], 1.41
2008-02-27, Steady Climb, 1, +1.47, -0.16, 68.9, 22.69, 0.0052, 0.06, [1, 2, 1], 1.73
2008-02-28, Steady Climb, 1, +1.87, +0.29, 60.7, 23.53, 0.0075, 0.06, [2, 1, 1], 1.00
2008-02-29, Trend Pullback, 2, -1.66, +0.43, 49.8, 26.54, 0.0028, 0.06, [0, 0, 0], 1.41
2008-03-03, Trend Pullback, 2, -2.95, +0.39, 47.7, 26.28, -0.0072, 0.05, [-1, 0, 0], 1.00
2008-03-04, Trend Pullback, 2, -3.95, +0.69, 43.2, 25.52, -0.0113, 0.05, [0, 0, 0], 1.41
2008-03-05, Orderly Decline, 3, -3.36, +0.80, 38.9, 24.60, -0.0107, 0.05, [0, -2, 1], 2.24
2008-03-06, Orderly Decline, 3, -4.63, +0.38, 36.3, 27.55, -0.0055, 0.06, [-1, -2, 0], 1.73
2008-03-07, Sharp Decline, 4, -2.80, -0.61, 33.5, 27.49, -0.0039, 0.07, [-4, -2, 0], 2.24
2008-03-10, Sharp Decline, 4, -4.35, -1.55, 30.2, 29.38, -0.0077, 0.08, [-4, -2, 0], 2.24
2008-03-11, Trend Pullback, 2, -0.46, -2.81, 41.3, 26.36, -0.0111, 0.08, [-2, 0, 0], 1.41
2008-03-12, Orderly Decline, 3, -1.87, -3.18, 42.4, 27.22, -0.0044, 0.09, [-3, 0, 0], 1.73
2008-03-13, Trend Pullback, 2, +0.85, -3.54, 41.3, 27.29, 0.0027, 0.09, [-1, 0, 0], 1.00
2008-03-14, Orderly Decline, 3, -0.40, -3.45, 31.5, 31.16, 0.0062, 0.09, [-2, -2, 0], 1.41
2008-03-17, Orderly Decline, 3, +0.25, -3.96, 27.0, 32.24, 0.0019, 0.10, [-2, -2, 0], 1.41
2008-03-18, Trend Pullback, 2, +0.76, -4.53, 41.2, 25.79, -0.0082, 0.10, [-1, 0, 0], 1.00
2008-03-19, Orderly Decline, 3, -0.79, -4.24, 38.5, 29.84, 0.0004, 0.10, [-3, -2, 0], 1.73
2008-03-20, Trend Pullback, 2, +1.07, -4.20, 49.8, 26.62, 0.0006, 0.10, [-1, 0, 0], 1.00
2008-03-24, Trend Pullback, 2, +4.79, -3.90, 52.9, 25.73, 0.0077, 0.10, [0, 1, 0], 1.00
2008-03-25, Trend Pullback, 2, +5.98, -3.13, 54.2, 25.72, 0.0107, 0.09, [0, 1, -1], 1.41
2008-03-26, Trend Pullback, 2, +0.78, -2.01, 51.2, 26.08, 0.0072, 0.09, [-1, 1, 0], 0.00
2008-03-27, Trend Pullback, 2, +2.11, -0.88, 53.5, 25.88, 0.0082, 0.08, [0, 1, 0], 1.00
2008-03-28, Trend Pullback, 2, -1.07, +0.07, 53.6, 25.71, -0.0012, 0.07, [-1, 1, 0], 0.00
2008-03-31, Trend Pullback, 2, -2.01, +0.76, 58.5, 25.61, -0.0073, 0.07, [0, 1, 0], 1.00
2008-04-01, Steady Climb, 1, +1.27, +1.04, 58.5, 22.68, -0.0063, 0.08, [3, 1, 1], 1.41
2008-04-02, Steady Climb, 1, +1.97, +2.03, 60.4, 23.43, 0.0040, 0.08, [3, 1, 1], 1.41
2008-04-03, Steady Climb, 1, +3.28, +2.85, 59.7, 23.21, 0.0101, 0.09, [4, 1, 0], 2.83
2008-04-04, Steady Climb, 1, +4.20, +3.74, 66.4, 22.45, 0.0112, 0.09, [4, 2, 0], 3.00
2008-04-07, Steady Climb, 1, +3.77, +4.13, 69.9, 22.42, 0.0069, 0.09, [4, 2, 1], 2.45
2008-04-08, Steady Climb, 1, -0.34, +4.28, 59.0, 22.36, 0.0006, 0.09, [2, 1, 1], 1.00
2008-04-09, Steady Climb, 1, -0.95, +3.90, 66.2, 22.81, -0.0001, 0.09, [1, 2, 1], 1.73
2008-04-10, Steady Climb, 1, -0.64, +3.96, 60.5, 21.98, -0.0025, 0.09, [1, 1, 1], 1.41
2008-04-11, Trend Pullback, 2, -2.74, +3.88, 44.5, 23.46, -0.0028, 0.09, [0, 0, 1], 1.73
2008-04-14, Trend Pullback, 2, -3.22, +3.42, 42.1, 23.82, -0.0064, 0.08, [0, 0, 1], 1.73
2008-04-15, Trend Pullback, 2, -2.28, +2.44, 47.8, 22.78, -0.0072, 0.06, [0, 0, 1], 1.73
2008-04-16, Steady Climb, 1, +0.75, +1.31, 61.7, 20.53, -0.0053, 0.06, [3, 1, 1], 1.41
2008-04-17, Steady Climb, 1, +0.37, +1.38, 66.1, 20.37, 0.0007, 0.06, [2, 2, 1], 1.41
2008-04-18, Steady Climb, 1, +4.31, +0.90, 69.5, 20.13, 0.0073, 0.06, [4, 2, 1], 2.45
2008-04-21, Steady Climb, 1, +4.51, +1.16, 57.0, 20.50, 0.0112, 0.06, [4, 1, 0], 2.83
2008-04-22, Steady Climb, 1, +3.11, +1.62, 53.1, 20.87, 0.0097, 0.07, [4, 1, 1], 2.24
2008-04-23, Steady Climb, 1, +1.12, +1.90, 53.8, 20.26, 0.0033, 0.07, [3, 1, 1], 1.41
2008-04-24, Steady Climb, 1, +1.70, +2.01, 56.2, 20.06, 0.0010, 0.07, [3, 1, 1], 1.41
2008-04-25, Steady Climb, 1, +0.54, +1.95, 58.2, 19.59, -0.0008, 0.06, [3, 1, 2], 1.00
2008-04-28, Steady Climb, 1, +0.59, +1.76, 60.3, 19.64, 0.0023, 0.06, [3, 1, 2], 1.00
2008-04-29, Steady Climb, 1, +1.09, +1.54, 62.7, 20.24, 0.0042, 0.06, [3, 1, 1], 1.41
2008-04-30, Steady Climb, 1, +0.41, +1.88, 58.8, 20.79, 0.0021, 0.06, [2, 1, 1], 1.00
2008-05-01, Steady Climb, 1, +1.48, +2.07, 77.6, 18.88, -0.0009, 0.07, [3, 2, 2], 1.41
2008-05-02, Steady Climb, 1, +1.15, +2.61, 80.8, 18.18, 0.0009, 0.07, [3, 2, 2], 1.41
2008-05-05, Steady Climb, 1, +0.80, +3.16, 76.3, 18.90, 0.0038, 0.07, [3, 2, 2], 1.41
2008-05-06, Steady Climb, 1, +1.96, +3.59, 72.4, 18.21, 0.0043, 0.08, [3, 2, 2], 1.41
2008-05-07, Steady Climb, 1, +0.50, +4.01, 59.3, 19.73, 0.0046, 0.08, [3, 1, 2], 1.00
2008-05-08, Steady Climb, 1, -0.83, +3.81, 52.9, 19.40, -0.0021, 0.08, [1, 1, 2], 1.00
2008-05-09, Steady Climb, 1, -1.81, +3.73, 50.0, 19.41, -0.0034, 0.07, [1, 1, 2], 1.00
2008-05-12, Steady Climb, 1, -0.28, +3.01, 60.2, 17.79, -0.0042, 0.06, [2, 1, 2], 0.00
2008-05-13, Steady Climb, 1, -1.07, +2.36, 58.8, 17.98, -0.0024, 0.04, [1, 1, 2], 1.00
2008-05-14, Steady Climb, 1, +1.16, +1.68, 57.7, 17.66, 0.0019, 0.04, [3, 1, 2], 1.00
2008-05-15, Steady Climb, 1, +1.85, +1.46, 59.6, 16.30, 0.0026, 0.04, [3, 1, 2], 1.00
2008-05-16, Steady Climb, 1, +2.67, +1.40, 60.8, 16.47, 0.0053, 0.04, [4, 1, 2], 2.00
2008-05-19, Steady Climb, 1, +1.64, +1.67, 63.7, 17.01, 0.0045, 0.04, [3, 1, 2], 1.00
2008-05-20, Steady Climb, 1, +0.74, +1.87, 60.1, 17.58, 0.0045, 0.04, [3, 1, 2], 1.00
2008-05-21, Steady Climb, 1, -1.27, +1.63, 43.2, 18.59, 0.0009, 0.04, [1, 0, 2], 1.41
2008-05-22, Steady Climb, 1, -2.05, +1.08, 42.8, 18.05, -0.0056, 0.04, [0, 0, 2], 2.24
2008-05-23, Orderly Decline, 3, -3.47, +0.70, 39.4, 19.55, -0.0071, 0.04, [0, -2, 2], 2.45
2008-05-27, Orderly Decline, 3, -2.89, +0.19, 38.8, 19.64, -0.0087, 0.04, [-2, -2, 2], 1.41
2008-05-28, Orderly Decline, 3, -1.60, -0.18, 49.3, 19.07, -0.0051, 0.04, [-1, 0, 2], 1.73
2008-05-29, Trend Pullback, 2, +0.54, -0.53, 50.2, 18.14, -0.0006, 0.04, [-1, 1, 2], 2.00
2008-05-30, Trend Pullback, 2, +0.43, -0.87, 55.0, 17.83, 0.0016, 0.04, [-2, 1, 2], 2.24
2008-06-02, Orderly Decline, 3, +0.71, -0.82, 42.6, 19.83, 0.0045, 0.04, [-1, 0, 2], 1.73
2008-06-03, Orderly Decline, 3, -0.56, -0.89, 40.1, 20.24, 0.0007, 0.04, [-3, 0, 1], 1.41
2008-06-04, Orderly Decline, 3, -0.98, -1.14, 37.3, 20.80, -0.0028, 0.04, [-3, -2, 1], 1.41
2008-06-05, Orderly Decline, 3, +0.41, -1.17, 42.8, 18.63, -0.0046, 0.04, [-2, 0, 2], 1.41
2008-06-06, Orderly Decline, 3, -2.83, -1.17, 31.7, 23.56, -0.0001, 0.05, [-4, -2, 1], 2.24
2008-06-09, Orderly Decline, 3, -1.73, -1.73, 31.7, 23.12, -0.0017, 0.06, [-3, -2, 1], 1.41
2008-06-10, Orderly Decline, 3, -1.39, -2.36, 33.5, 23.18, -0.0036, 0.06, [-3, -2, 1], 1.41
2008-06-11, Orderly Decline, 3, -3.03, -2.75, 33.5, 24.12, -0.0060, 0.07, [-4, -2, 1], 2.24
2008-06-12, Orderly Decline, 3, -4.57, -3.42, 33.8, 23.33, -0.0104, 0.08, [-4, -2, 1], 2.24
2008-06-13, Orderly Decline, 3, -0.05, -3.83, 45.3, 21.22, -0.0050, 0.07, [-2, 0, 1], 1.00
2008-06-16, Orderly Decline, 3, -0.12, -3.62, 42.1, 20.95, -0.0016, 0.07, [-2, 0, 1], 1.00
2008-06-17, Orderly Decline, 3, -0.55, -3.28, 37.8, 21.13, 0.0021, 0.06, [-3, -2, 1], 1.41
2008-06-18, Orderly Decline, 3, +0.17, -2.95, 32.2, 22.24, 0.0038, 0.06, [-2, -2, 1], 1.00
2008-06-19, Orderly Decline, 3, +0.22, -2.91, 33.3, 21.58, -0.0010, 0.06, [-2, -2, 1], 1.00
2008-06-20, Orderly Decline, 3, -3.10, -3.04, 31.5, 22.87, -0.0043, 0.07, [-4, -2, 1], 2.24
2008-06-23, Orderly Decline, 3, -3.10, -3.40, 33.0, 22.64, -0.0070, 0.08, [-4, -2, 1], 2.24
2008-06-24, Orderly Decline, 3, -2.71, -3.93, 32.4, 22.42, -0.0065, 0.08, [-4, -2, 1], 2.24
2008-06-25, Orderly Decline, 3, -1.18, -4.28, 24.2, 21.14, -0.0054, 0.08, [-3, -2, 1], 1.41
2008-06-26, Orderly Decline, 3, -4.44, -4.32, 24.9, 23.93, -0.0035, 0.09, [-4, -2, 1], 2.24
2008-06-27, Orderly Decline, 3, -3.00, -4.70, 23.7, 23.44, -0.0051, 0.10, [-4, -2, 1], 2.24
2008-06-30, Orderly Decline, 3, -2.88, -4.94, 24.9, 23.95, -0.0086, 0.10, [-4, -2, 1], 2.24
2008-07-01, Orderly Decline, 3, -2.24, -5.20, 31.7, 23.65, -0.0087, 0.10, [-4, -2, 1], 2.24
2008-07-02, Sharp Decline, 4, -4.57, -5.37, 25.1, 25.92, -0.0061, 0.11, [-4, -2, 0], 2.24
2008-07-03, Orderly Decline, 3, -1.58, -5.73, 15.0, 24.80, -0.0029, 0.11, [-3, -2, 1], 1.41
2008-07-07, Sharp Decline, 4, -2.04, -5.48, 13.9, 25.78, -0.0039, 0.11, [-4, -2, 0], 2.24
2008-07-08, Orderly Decline, 3, -0.49, -5.85, 26.1, 23.15, -0.0061, 0.11, [-2, -2, 1], 1.00
2008-07-09, Sharp Decline, 4, -3.13, -5.74, 23.7, 25.23, -0.0025, 0.12, [-4, -2, 0], 2.24
2008-07-10, Orderly Decline, 3, -0.64, -5.96, 25.3, 25.59, -0.0018, 0.12, [-3, -2, 0], 1.73
2008-07-11, Orderly Decline, 3, -1.85, -6.25, 26.9, 27.49, -0.0021, 0.12, [-3, -2, 0], 1.73
2008-07-14, Orderly Decline, 3, -1.92, -6.54, 25.2, 28.48, -0.0037, 0.12, [-3, -2, 0], 1.73
2008-07-15, Sharp Decline, 4, -4.62, -6.52, 23.9, 28.54, -0.0079, 0.12, [-4, -2, 0], 2.24
2008-07-16, Orderly Decline, 3, +0.05, -6.50, 32.1, 25.10, -0.0068, 0.12, [-2, -2, 0], 1.41
2008-07-17, Trend Pullback, 2, +0.55, -5.96, 44.0, 25.01, -0.0032, 0.11, [-1, 0, 0], 1.00
2008-07-18, Trend Pullback, 2, +1.71, -5.27, 45.2, 24.05, 0.0047, 0.10, [-1, 0, 1], 1.41
2008-07-21, Trend Pullback, 2, +2.58, -4.37, 44.6, 23.05, 0.0087, 0.09, [0, 0, 1], 1.73
2008-07-22, Trend Pullback, 2, +5.11, -3.75, 48.0, 21.18, 0.0083, 0.08, [0, 0, 1], 1.73
2008-07-23, Trend Pullback, 2, +2.96, -2.80, 55.8, 21.31, 0.0049, 0.07, [0, 1, 1], 1.41
2008-07-24, Orderly Decline, 3, -0.62, -1.77, 47.5, 23.44, 0.0048, 0.06, [-3, 0, 1], 1.41
2008-07-25, Trend Pullback, 2, -0.23, -1.00, 51.4, 22.91, 0.0005, 0.06, [-2, 1, 1], 1.41
2008-07-28, Orderly Decline, 3, -2.03, -0.66, 40.3, 24.23, -0.0023, 0.06, [-4, 0, 1], 2.24
2008-07-29, Trend Pullback, 2, -1.08, -0.69, 54.6, 22.03, -0.0087, 0.06, [-3, 1, 1], 2.24
2008-07-30, Trend Pullback, 2, +0.16, -0.21, 57.2, 21.21, -0.0044, 0.06, [-1, 1, 1], 1.00
2008-07-31, Steady Climb, 1, +1.18, +0.66, 56.4, 22.94, 0.0054, 0.06, [3, 1, 1], 1.41
2008-08-01, Steady Climb, 1, +0.20, +0.93, 57.5, 22.57, 0.0055, 0.06, [2, 1, 1], 1.00
2008-08-04, Steady Climb, 1, +1.19, +1.11, 58.0, 23.49, 0.0045, 0.06, [3, 1, 1], 1.41
2008-08-05, Steady Climb, 1, +1.72, +0.96, 59.1, 21.14, -0.0041, 0.06, [3, 1, 1], 1.41
2008-08-06, Steady Climb, 1, +0.38, +1.67, 57.0, 20.23, -0.0013, 0.06, [2, 1, 1], 1.00
2008-08-07, Steady Climb, 1, -0.10, +1.96, 51.2, 21.15, 0.0054, 0.06, [2, 1, 1], 1.00
2008-08-08, Steady Climb, 1, +2.86, +2.00, 57.0, 20.66, 0.0040, 0.07, [4, 1, 1], 2.24
2008-08-11, Steady Climb, 1, +4.51, +2.23, 55.6, 20.12, 0.0058, 0.07, [4, 1, 1], 2.24
2008-08-12, Steady Climb, 1, +0.37, +2.32, 51.4, 21.17, 0.0037, 0.06, [2, 1, 1], 1.00
2008-08-13, Steady Climb, 1, -0.26, +1.87, 57.1, 21.55, 0.0031, 0.06, [2, 1, 1], 1.00
2008-08-14, Steady Climb, 1, +2.12, +1.73, 57.4, 20.34, 0.0025, 0.06, [4, 1, 1], 2.24
2008-08-15, Steady Climb, 1, +0.15, +1.86, 64.5, 19.58, -0.0020, 0.06, [2, 1, 2], 0.00
2008-08-18, Trend Pullback, 2, -2.05, +2.03, 53.7, 20.98, -0.0009, 0.06, [0, 1, 1], 1.41
2008-08-19, Steady Climb, 1, -1.78, +1.85, 45.6, 21.28, -0.0008, 0.06, [1, 0, 1], 1.73
2008-08-20, Steady Climb, 1, -0.88, +1.74, 51.9, 20.42, -0.0041, 0.06, [1, 1, 1], 1.41
2008-08-21, Steady Climb, 1, -1.18, +1.84, 54.6, 19.82, -0.0053, 0.06, [1, 1, 2], 1.00
2008-08-22, Steady Climb, 1, -0.46, +1.53, 61.3, 18.81, -0.0035, 0.06, [2, 1, 2], 0.00
2008-08-25, Steady Climb, 1, -0.92, +1.47, 45.0, 20.97, 0.0030, 0.05, [1, 0, 1], 1.73
2008-08-26, Steady Climb, 1, +0.38, +0.63, 45.1, 20.49, 0.0014, 0.05, [2, 0, 1], 1.41
2008-08-27, Steady Climb, 1, +0.56, +0.26, 54.6, 19.76, -0.0013, 0.05, [2, 1, 2], 0.00
2008-08-28, Steady Climb, 1, +1.80, +0.35, 51.4, 19.43, -0.0010, 0.05, [2, 1, 2], 0.00
2008-08-29, Trend Pullback, 2, -0.73, +0.45, 43.2, 20.65, 0.0025, 0.04, [0, 0, 1], 1.73
2008-09-02, Steady Climb, 1, +0.85, +0.14, 46.1, 21.99, 0.0048, 0.04, [1, 0, 1], 1.73
2008-09-03, Trend Pullback, 2, +0.27, -0.46, 46.5, 21.43, 0.0010, 0.04, [-1, 0, 1], 1.41
