Date,Open_NYAD,High_NYAD,Low_NYAD,Close_NYAD,Volume_NYAD,Open_NYMO,High_NYMO,Low_NYMO,Close_NYMO,Volume_NYMO
2005-03-23,166.169998,166.169998,166.169998,166.169998,0.0,,,,,
2005-03-24,168.850006,168.850006,168.850006,168.850006,0.0,,,,,
2005-03-28,168.0,168.0,168.0,168.0,0.0,,,,,
2005-03-29,162.270004,162.270004,162.270004,162.270004,0.0,,,,,
2005-03-30,170.039993,170.039993,170.039993,170.039993,0.0,,,,,
2005-03-31,172.889999,172.889999,172.889999,172.889999,0.0,,,,,
2005-04-01,171.270004,171.270004,171.270004,171.270004,0.0,,,,,
2005-04-04,171.690002,171.690002,171.690002,171.690002,0.0,,,,,
2005-04-05,173.789993,173.789993,173.789993,173.789993,0.0,,,,,
2005-04-06,175.970001,175.970001,175.970001,175.970001,0.0,,,,,
2005-04-07,179.240005,179.240005,179.240005,179.240005,0.0,,,,,
2005-04-08,172.690002,172.690002,172.690002,172.690002,0.0,,,,,
2005-04-11,170.940002,170.940002,170.940002,170.940002,0.0,,,,,
2005-04-12,174.910004,174.910004,174.910004,174.910004,0.0,,,,,
2005-04-13,167.679993,167.679993,167.679993,167.679993,0.0,,,,,
2005-04-14,160.389999,160.389999,160.389999,160.389999,0.0,,,,,
2005-04-15,153.259995,153.259995,153.259995,153.259995,0.0,,,,,
